Tokyo's Nikkei Index of 225 stocks jumped 527.39 points to close at 34996.08.,O-Tokyo X-' X-s O-Nik X-##ke X-##i O-Index O-of B-dependent-225 B-head-stocks O-jumped O-52 X-##7 X-. X-39 O-points O-to O-close O-at O-34 X-##9 X-##9 X-##6 X-. X-08 O-.
"Edward M. Esber, chairman, president and chief executive officer, attributed the decline to reduced domestic revenue because of $4.9 million spent to upgrade existing software inventories to the new database IV Version 1.1, and $1.8 million spent on the recent reduction in work force.","O-Edward O-M X-. O-E X-##s X-##ber O-, O-chairman O-, O-president O-and O-chief O-executive O-officer O-, O-attributed O-the O-decline O-to O-reduced O-domestic O-revenue O-because O-of B-head-$ O-4 X-. X-9 B-dependent-million O-spent O-to O-upgrade O-existing O-software O-inventor X-##ies O-to O-the O-new O-database O-IV O-Version O-1 X-. X-1 O-, O-and O-$ O-1 X-. X-8 O-million O-spent O-on O-the O-recent O-reduction O-in O-work O-force O-."
"Edward M. Esber, chairman, president and chief executive officer, attributed the decline to reduced domestic revenue because of $4.9 million spent to upgrade existing software inventories to the new database IV Version 1.1, and $1.8 million spent on the recent reduction in work force.","O-Edward O-M X-. O-E X-##s X-##ber O-, O-chairman O-, O-president O-and O-chief O-executive O-officer O-, O-attributed O-the O-decline O-to O-reduced O-domestic O-revenue O-because O-of O-$ O-4 X-. X-9 O-million O-spent O-to O-upgrade O-existing O-software O-inventor X-##ies O-to O-the O-new O-database O-IV B-head-Version B-dependent-1 X-. X-1 O-, O-and O-$ O-1 X-. X-8 O-million O-spent O-on O-the O-recent O-reduction O-in O-work O-force O-."
"Edward M. Esber, chairman, president and chief executive officer, attributed the decline to reduced domestic revenue because of $4.9 million spent to upgrade existing software inventories to the new database IV Version 1.1, and $1.8 million spent on the recent reduction in work force.","O-Edward O-M X-. O-E X-##s X-##ber O-, O-chairman O-, O-president O-and O-chief O-executive O-officer O-, O-attributed O-the O-decline O-to O-reduced O-domestic O-revenue O-because O-of O-$ O-4 X-. X-9 O-million O-spent O-to O-upgrade O-existing O-software O-inventor X-##ies O-to O-the O-new O-database O-IV O-Version O-1 X-. X-1 O-, O-and B-head-$ O-1 X-. X-8 B-dependent-million O-spent O-on O-the O-recent O-reduction O-in O-work O-force O-."
"He said the company was ""encouraged by feedback"" it received from selected customers now testing Version 1.1.","O-He O-said O-the O-company O-was O-"" O-encouraged O-by O-feedback O-"" O-it O-received O-from O-selected O-customers O-now O-testing B-head-Version B-dependent-1 X-. X-1 O-."
"The red ink came as no surprise to Wall Street, but analysts said they saw ominous hints of a further delay in volume shipments of Version 1.1, a harbinger of continued losses in the fourth quarter.","O-The O-red O-ink O-came O-as O-no O-surprise O-to O-Wall O-Street O-, O-but O-analysts O-said O-they O-saw O-ominous O-hints O-of O-a O-further O-delay O-in O-volume O-shipment X-##s O-of B-head-Version B-dependent-1 X-. X-1 O-, O-a O-ha X-##rb X-##inger O-of O-continued O-losses O-in O-the O-fourth O-quarter O-."
"The company said in a statement that it expects to ship new products ""during the next two quarters.""","O-The O-company O-said O-in O-a O-statement O-that O-it O-expects O-to O-ship O-new O-products O-"" O-during O-the O-next B-dependent-two B-head-quarters O-. O-"""
"""It now looks like database IV Version 1.1 isn't going to be {widely} available until the first quarter of 1990,"" said David Bayer, an analyst with Montgomery Securities in San Francisco.","O-"" O-It O-now O-looks O-like O-database O-IV B-head-Version B-dependent-1 X-. X-1 O-is O-n X-' X-t O-going O-to O-be O-{ X-widely X-} O-available O-until O-the O-first O-quarter O-of O-1990 O-, O-"" O-said O-David O-Bay X-##er O-, O-an O-analyst O-with O-Montgomery O-Securities O-in O-San O-Francisco O-."
"In national over-the-counter trading, Ashton-Tate closed yesterday at $10 a share, up 62.5 cents.","O-In O-national O-over O-- O-the O-- O-counter O-trading O-, O-Ashton O-- O-Tate O-closed O-yesterday O-at B-head-$ B-dependent-10 O-a O-share O-, O-up O-62 X-. X-5 O-cents O-."
"In national over-the-counter trading, Ashton-Tate closed yesterday at $10 a share, up 62.5 cents.","O-In O-national O-over O-- O-the O-- O-counter O-trading O-, O-Ashton O-- O-Tate O-closed O-yesterday O-at O-$ O-10 O-a O-share O-, O-up B-dependent-62 X-. X-5 B-head-cents O-."
"Honeywell Inc. said it hopes to complete shortly the first of two sales of shares in its Japanese joint venture, Yamatake-Honeywell, for about $280 million.","O-Honey X-##well O-Inc X-. O-said O-it O-hopes O-to O-complete O-shortly O-the O-first O-of B-dependent-two B-head-sales O-of O-shares O-in O-its O-Japanese O-joint O-venture O-, O-Ya X-##mata X-##ke O-- O-Honey X-##well O-, O-for O-about O-$ O-280 O-million O-."
"Honeywell Inc. said it hopes to complete shortly the first of two sales of shares in its Japanese joint venture, Yamatake-Honeywell, for about $280 million.","O-Honey X-##well O-Inc X-. O-said O-it O-hopes O-to O-complete O-shortly O-the O-first O-of O-two O-sales O-of O-shares O-in O-its O-Japanese O-joint O-venture O-, O-Ya X-##mata X-##ke O-- O-Honey X-##well O-, O-for O-about B-head-$ O-280 B-dependent-million O-."
The company wouldn't disclose the buyer of the initial 16% stake.,O-The O-company O-would O-n X-' X-t O-disc X-##lose O-the O-buyer O-of O-the O-initial B-dependent-16 B-head-% O-stake O-.
"Proceeds of the sale, expected to be completed next week, would be used to repurchase as many as 10 million shares of Honeywell stock, the company said.","O-Pro X-##ce X-##eds O-of O-the O-sale O-, O-expected O-to O-be O-completed O-next O-week O-, O-would O-be O-used O-to O-re X-##pur X-##chase O-as O-many O-as O-10 B-dependent-million B-head-shares O-of O-Honey X-##well O-stock O-, O-the O-company O-said O-."
"Honeywell said it is negotiating the sale of a second stake in Yamatake-Honeywell, but indicated it intends to hold at least 20% of the joint venture's stock long term.","O-Honey X-##well O-said O-it O-is O-negotiating O-the O-sale O-of O-a O-second O-stake O-in O-Ya X-##mata X-##ke O-- O-Honey X-##well O-, O-but O-indicated O-it O-intends O-to O-hold O-at O-least B-dependent-20 B-head-% O-of O-the O-joint O-venture O-' X-s O-stock O-long O-term O-."
A 20% stake would allow Honeywell to include Yamatake earnings in its results.,O-A B-dependent-20 B-head-% O-stake O-would O-allow O-Honey X-##well O-to O-include O-Ya X-##mata X-##ke O-earnings O-in O-its O-results O-.
"Overall, Honeywell reported earnings of $74.4 million, or $1.73 a share, for the three months ended Oct. 1 compared with a loss of $41.4 million, or 98 cents a share, a year earlier.","O-Overall O-, O-Honey X-##well O-reported O-earnings O-of B-head-$ O-74 X-. X-4 B-dependent-million O-, O-or O-$ O-1 X-. X-73 O-a O-share O-, O-for O-the O-three O-months O-ended O-Oct X-. O-1 O-compared O-with O-a O-loss O-of O-$ O-41 X-. X-4 O-million O-, O-or O-98 O-cents O-a O-share O-, O-a O-year O-earlier O-."
"Overall, Honeywell reported earnings of $74.4 million, or $1.73 a share, for the three months ended Oct. 1 compared with a loss of $41.4 million, or 98 cents a share, a year earlier.","O-Overall O-, O-Honey X-##well O-reported O-earnings O-of O-$ O-74 X-. X-4 O-million O-, O-or B-head-$ B-dependent-1 X-. X-73 O-a O-share O-, O-for O-the O-three O-months O-ended O-Oct X-. O-1 O-compared O-with O-a O-loss O-of O-$ O-41 X-. X-4 O-million O-, O-or O-98 O-cents O-a O-share O-, O-a O-year O-earlier O-."
"Overall, Honeywell reported earnings of $74.4 million, or $1.73 a share, for the three months ended Oct. 1 compared with a loss of $41.4 million, or 98 cents a share, a year earlier.","O-Overall O-, O-Honey X-##well O-reported O-earnings O-of O-$ O-74 X-. X-4 O-million O-, O-or O-$ O-1 X-. X-73 O-a O-share O-, O-for O-the B-dependent-three B-head-months O-ended O-Oct X-. O-1 O-compared O-with O-a O-loss O-of O-$ O-41 X-. X-4 O-million O-, O-or O-98 O-cents O-a O-share O-, O-a O-year O-earlier O-."
"Overall, Honeywell reported earnings of $74.4 million, or $1.73 a share, for the three months ended Oct. 1 compared with a loss of $41.4 million, or 98 cents a share, a year earlier.","O-Overall O-, O-Honey X-##well O-reported O-earnings O-of O-$ O-74 X-. X-4 O-million O-, O-or O-$ O-1 X-. X-73 O-a O-share O-, O-for O-the O-three O-months O-ended B-head-Oct X-. B-dependent-1 O-compared O-with O-a O-loss O-of O-$ O-41 X-. X-4 O-million O-, O-or O-98 O-cents O-a O-share O-, O-a O-year O-earlier O-."
"Overall, Honeywell reported earnings of $74.4 million, or $1.73 a share, for the three months ended Oct. 1 compared with a loss of $41.4 million, or 98 cents a share, a year earlier.","O-Overall O-, O-Honey X-##well O-reported O-earnings O-of O-$ O-74 X-. X-4 O-million O-, O-or O-$ O-1 X-. X-73 O-a O-share O-, O-for O-the O-three O-months O-ended O-Oct X-. O-1 O-compared O-with O-a O-loss O-of B-head-$ O-41 X-. X-4 B-dependent-million O-, O-or O-98 O-cents O-a O-share O-, O-a O-year O-earlier O-."
"Overall, Honeywell reported earnings of $74.4 million, or $1.73 a share, for the three months ended Oct. 1 compared with a loss of $41.4 million, or 98 cents a share, a year earlier.","O-Overall O-, O-Honey X-##well O-reported O-earnings O-of O-$ O-74 X-. X-4 O-million O-, O-or O-$ O-1 X-. X-73 O-a O-share O-, O-for O-the O-three O-months O-ended O-Oct X-. O-1 O-compared O-with O-a O-loss O-of O-$ O-41 X-. X-4 O-million O-, O-or B-dependent-98 B-head-cents O-a O-share O-, O-a O-year O-earlier O-."
The previous period's results included a $108 million pretax charge related to unrecoverable contract costs and a $12.3 million pretax gain on real estate sales.,O-The O-previous O-period O-' X-s O-results O-included O-a B-head-$ O-108 B-dependent-million O-pre X-##ta X-##x O-charge O-related O-to O-un X-##re X-##cover X-##able O-contract O-costs O-and O-a O-$ O-12 X-. X-3 O-million O-pre X-##ta X-##x O-gain O-on O-real O-estate O-sales O-.
The previous period's results included a $108 million pretax charge related to unrecoverable contract costs and a $12.3 million pretax gain on real estate sales.,O-The O-previous O-period O-' X-s O-results O-included O-a O-$ O-108 O-million O-pre X-##ta X-##x O-charge O-related O-to O-un X-##re X-##cover X-##able O-contract O-costs O-and O-a B-head-$ O-12 X-. X-3 B-dependent-million O-pre X-##ta X-##x O-gain O-on O-real O-estate O-sales O-.
"Sales for the latest quarter were flat, at $1.72 billion.","O-Sales O-for O-the O-latest O-quarter O-were O-flat O-, O-at B-head-$ O-1 X-. X-72 B-dependent-billion O-."
"For the nine months, Honeywell reported earnings of $212.1 million, or $4.92 a share, compared with earnings of $47.9 million, or $1.13 a share, a year earlier.","O-For O-the B-dependent-nine B-head-months O-, O-Honey X-##well O-reported O-earnings O-of O-$ O-212 X-. X-1 O-million O-, O-or O-$ O-4 X-. X-92 O-a O-share O-, O-compared O-with O-earnings O-of O-$ O-47 X-. X-9 O-million O-, O-or O-$ O-1 X-. X-13 O-a O-share O-, O-a O-year O-earlier O-."
"For the nine months, Honeywell reported earnings of $212.1 million, or $4.92 a share, compared with earnings of $47.9 million, or $1.13 a share, a year earlier.","O-For O-the O-nine O-months O-, O-Honey X-##well O-reported O-earnings O-of B-head-$ O-212 X-. X-1 B-dependent-million O-, O-or O-$ O-4 X-. X-92 O-a O-share O-, O-compared O-with O-earnings O-of O-$ O-47 X-. X-9 O-million O-, O-or O-$ O-1 X-. X-13 O-a O-share O-, O-a O-year O-earlier O-."
"For the nine months, Honeywell reported earnings of $212.1 million, or $4.92 a share, compared with earnings of $47.9 million, or $1.13 a share, a year earlier.","O-For O-the O-nine O-months O-, O-Honey X-##well O-reported O-earnings O-of O-$ O-212 X-. X-1 O-million O-, O-or B-head-$ B-dependent-4 X-. X-92 O-a O-share O-, O-compared O-with O-earnings O-of O-$ O-47 X-. X-9 O-million O-, O-or O-$ O-1 X-. X-13 O-a O-share O-, O-a O-year O-earlier O-."
"For the nine months, Honeywell reported earnings of $212.1 million, or $4.92 a share, compared with earnings of $47.9 million, or $1.13 a share, a year earlier.","O-For O-the O-nine O-months O-, O-Honey X-##well O-reported O-earnings O-of O-$ O-212 X-. X-1 O-million O-, O-or O-$ O-4 X-. X-92 O-a O-share O-, O-compared O-with O-earnings O-of B-head-$ O-47 X-. X-9 B-dependent-million O-, O-or O-$ O-1 X-. X-13 O-a O-share O-, O-a O-year O-earlier O-."
"For the nine months, Honeywell reported earnings of $212.1 million, or $4.92 a share, compared with earnings of $47.9 million, or $1.13 a share, a year earlier.","O-For O-the O-nine O-months O-, O-Honey X-##well O-reported O-earnings O-of O-$ O-212 X-. X-1 O-million O-, O-or O-$ O-4 X-. X-92 O-a O-share O-, O-compared O-with O-earnings O-of O-$ O-47 X-. X-9 O-million O-, O-or B-head-$ B-dependent-1 X-. X-13 O-a O-share O-, O-a O-year O-earlier O-."
Sales declined slightly to $5.17 billion.,O-Sales O-declined O-slightly O-to B-head-$ O-5 X-. X-17 B-dependent-billion O-.
"The average interest rate fell to 8.292% at Citicorp's $50 million weekly auction of 91-day commercial paper, or corporate IOUs, from 8.483% at last week's sale.","O-The O-average O-interest O-rate O-fell O-to B-dependent-8 X-. X-29 X-##2 B-head-% O-at O-C X-##itic X-##or X-##p O-' X-s O-$ O-50 O-million O-weekly O-auction O-of O-91 O-- O-day O-commercial O-paper O-, O-or O-corporate O-I X-##O X-##U X-##s O-, O-from O-8 X-. X-48 X-##3 O-% O-at O-last O-week O-' X-s O-sale O-."
"The average interest rate fell to 8.292% at Citicorp's $50 million weekly auction of 91-day commercial paper, or corporate IOUs, from 8.483% at last week's sale.","O-The O-average O-interest O-rate O-fell O-to O-8 X-. X-29 X-##2 O-% O-at O-C X-##itic X-##or X-##p O-' X-s B-head-$ O-50 B-dependent-million O-weekly O-auction O-of O-91 O-- O-day O-commercial O-paper O-, O-or O-corporate O-I X-##O X-##U X-##s O-, O-from O-8 X-. X-48 X-##3 O-% O-at O-last O-week O-' X-s O-sale O-."
"The average interest rate fell to 8.292% at Citicorp's $50 million weekly auction of 91-day commercial paper, or corporate IOUs, from 8.483% at last week's sale.","O-The O-average O-interest O-rate O-fell O-to O-8 X-. X-29 X-##2 O-% O-at O-C X-##itic X-##or X-##p O-' X-s O-$ O-50 O-million O-weekly O-auction O-of B-dependent-91 O-- B-head-day O-commercial O-paper O-, O-or O-corporate O-I X-##O X-##U X-##s O-, O-from O-8 X-. X-48 X-##3 O-% O-at O-last O-week O-' X-s O-sale O-."
"The average interest rate fell to 8.292% at Citicorp's $50 million weekly auction of 91-day commercial paper, or corporate IOUs, from 8.483% at last week's sale.","O-The O-average O-interest O-rate O-fell O-to O-8 X-. X-29 X-##2 O-% O-at O-C X-##itic X-##or X-##p O-' X-s O-$ O-50 O-million O-weekly O-auction O-of O-91 O-- O-day O-commercial O-paper O-, O-or O-corporate O-I X-##O X-##U X-##s O-, O-from B-dependent-8 X-. X-48 X-##3 B-head-% O-at O-last O-week O-' X-s O-sale O-."
"Bids totaling $465 million were submitted, and accepted bids were at 8.292%.","O-B X-##ids O-totaling B-head-$ O-46 X-##5 B-dependent-million O-were O-submitted O-, O-and O-accepted O-bids O-were O-at O-8 X-. X-29 X-##2 O-% O-."
"Bids totaling $465 million were submitted, and accepted bids were at 8.292%.","O-B X-##ids O-totaling O-$ O-46 X-##5 O-million O-were O-submitted O-, O-and O-accepted O-bids O-were O-at B-dependent-8 X-. X-29 X-##2 B-head-% O-."
Citicorp also said that the average rate fell to 7.986% at its $50 million auction of 182-day commercial paper from 8.1255% at last week's sale.,O-C X-##itic X-##or X-##p O-also O-said O-that O-the O-average O-rate O-fell O-to B-dependent-7 X-. X-98 X-##6 B-head-% O-at O-its O-$ O-50 O-million O-auction O-of O-182 O-- O-day O-commercial O-paper O-from O-8 X-. X-125 X-##5 O-% O-at O-last O-week O-' X-s O-sale O-.
Citicorp also said that the average rate fell to 7.986% at its $50 million auction of 182-day commercial paper from 8.1255% at last week's sale.,O-C X-##itic X-##or X-##p O-also O-said O-that O-the O-average O-rate O-fell O-to O-7 X-. X-98 X-##6 O-% O-at O-its B-head-$ O-50 B-dependent-million O-auction O-of O-182 O-- O-day O-commercial O-paper O-from O-8 X-. X-125 X-##5 O-% O-at O-last O-week O-' X-s O-sale O-.
Citicorp also said that the average rate fell to 7.986% at its $50 million auction of 182-day commercial paper from 8.1255% at last week's sale.,O-C X-##itic X-##or X-##p O-also O-said O-that O-the O-average O-rate O-fell O-to O-7 X-. X-98 X-##6 O-% O-at O-its O-$ O-50 O-million O-auction O-of B-dependent-182 O-- B-head-day O-commercial O-paper O-from O-8 X-. X-125 X-##5 O-% O-at O-last O-week O-' X-s O-sale O-.
Citicorp also said that the average rate fell to 7.986% at its $50 million auction of 182-day commercial paper from 8.1255% at last week's sale.,O-C X-##itic X-##or X-##p O-also O-said O-that O-the O-average O-rate O-fell O-to O-7 X-. X-98 X-##6 O-% O-at O-its O-$ O-50 O-million O-auction O-of O-182 O-- O-day O-commercial O-paper O-from B-dependent-8 X-. X-125 X-##5 B-head-% O-at O-last O-week O-' X-s O-sale O-.
"Bids totaling $415 million were submitted, and accepted bids were at 7.986%.","O-B X-##ids O-totaling B-head-$ O-415 B-dependent-million O-were O-submitted O-, O-and O-accepted O-bids O-were O-at O-7 X-. X-98 X-##6 O-% O-."
