Tokyo's Nikkei Index of 225 stocks jumped 527.39 points to close at 34996.08.,O-Tokyo O-' X-s O-Nik X-##ke X-##i O-Index O-of B-CD-225 O-stocks O-jumped B-CD-52 X-##7 X-. X-39 O-points O-to O-close O-at B-CD-34 X-##9 X-##9 X-##6 X-. X-08 O-.
Sales in the quarter rose 20% to $162.1 million from $135.3 million.,O-Sales O-in O-the O-quarter O-rose B-CD-20 O-% O-to O-$ B-CD-162 X-. X-1 B-CD-million O-from O-$ B-CD-135 X-. X-3 B-CD-million O-.
"For the nine months, the company posted profit of $33.8 million, or $2.86 a share, including the gain on the sawmill's sale.","O-For O-the B-CD-nine O-months O-, O-the O-company O-posted O-profit O-of O-$ B-CD-33 X-. X-8 B-CD-million O-, O-or O-$ B-CD-2 X-. X-86 O-a O-share O-, O-including O-the O-gain O-on O-the O-saw X-##mill O-' X-s O-sale O-."
"That was up 45% from $23.3 million, or $1.95 a share, the year earlier.","O-That O-was O-up B-CD-45 O-% O-from O-$ B-CD-23 X-. X-3 B-CD-million O-, O-or O-$ B-CD-1 X-. X-95 O-a O-share O-, O-the O-year O-earlier O-."
Nine-month sales grew 26% to $471.1 million from $373 million.,O-Nine X-- X-month O-sales O-grew B-CD-26 O-% O-to O-$ B-CD-47 X-##1 X-. X-1 B-CD-million O-from O-$ B-CD-37 X-##3 B-CD-million O-.
"Looking ahead, Pope & Talbot said it expects all of 1989 to be a record year.","O-Looking O-ahead O-, O-Pope O-& O-Talbot O-said O-it O-expects O-all O-of B-CD-1989 O-to O-be O-a O-record O-year O-."
"As for Sassy, which competes directly with News Corp. 's Seventeen magazine, Mr. Lang says that in the next two years he will spend $6 million promoting and improving the magazine.","O-As O-for O-Sa X-##ssy O-, O-which O-competes O-directly O-with O-News O-Corp O-. O-' O-s O-Seven X-##teen O-magazine O-, O-Mr X-. O-Lang O-says O-that O-in O-the O-next B-CD-two O-years O-he O-will O-spend O-$ B-CD-6 B-CD-million O-promoting O-and O-improving O-the O-magazine O-."
"Though Sassy has grown quickly since its debut in March 1988, it has been the target of conservative lobbyists and skittish advertisers who bristled at its frank editorial matter on teen-age problems.","O-Though O-Sa X-##ssy O-has O-grown O-quickly O-since O-its O-debut O-in O-March B-CD-1988 O-, O-it O-has O-been O-the O-target O-of O-conservative O-lobby X-##ists O-and O-ski X-##tti X-##sh O-ad X-##vert X-##isers O-who O-br X-##ist X-##led O-at O-its O-f X-##rank O-editorial O-matter O-on O-teen X-- X-age O-problems O-."
"Sassy already has recovered; circulation has quickly passed the 500,000 mark and advertising pages have stabilized this year at more than 300.","O-Sa X-##ssy O-already O-has O-recovered O-; O-circulation O-has O-quickly O-passed O-the B-CD-500 X-, X-000 O-mark O-and O-advertising O-pages O-have O-stab X-##ilized O-this O-year O-at O-more O-than B-CD-300 O-."
"""Seventeen is written more for mothers, not their daughters,"" said Mr. Lang.","O-"" B-CD-Seven X-##teen O-is O-written O-more O-for O-mothers O-, O-not O-their O-daughters O-, X-"" O-said O-Mr X-. O-Lang O-."
"I feel about Sassy like I did about Working Woman 10 years ago.""","O-I O-feel O-about O-Sa X-##ssy O-like O-I O-did O-about O-Working O-Woman B-CD-10 O-years O-ago O-. O-"""
"Lang owns 70% of Matilda, while Citicorp owns the rest through its Citicorp Venture Capital Partners.","O-Lang O-owns B-CD-70 O-% O-of O-Matilda O-, O-while O-C X-##itic X-##or X-##p O-owns O-the O-rest O-through O-its O-C X-##itic X-##or X-##p O-Venture O-Capital O-Partners O-."
"Two weeks ago, Citicorp and Mr. Lang pumped $800,000 into Matilda just to keep the doors open.","B-CD-Two O-weeks O-ago O-, O-C X-##itic X-##or X-##p O-and O-Mr X-. O-Lang O-pumped O-$ B-CD-800 X-, X-000 O-into O-Matilda O-just O-to O-keep O-the O-doors O-open O-."
"Besides Ms. and Sassy, closely held Lang Communications includes Success, a magazine for entrepreneurs and small businesses, and Working Woman and Working Mother, two monthly magazines.","O-Besides O-Ms X-. O-and O-Sa X-##ssy O-, O-closely O-held O-Lang O-Communications O-includes O-Success O-, O-a O-magazine O-for O-entrepreneurs O-and O-small O-businesses O-, O-and O-Working O-Woman O-and O-Working O-Mother O-, B-CD-two O-monthly O-magazines O-."
"Working Woman, with circulation near one million, and Working Mother, with 625,000 circulation, are legitimate magazine success stories.","O-Working O-Woman O-, O-with O-circulation O-near B-CD-one B-CD-million O-, O-and O-Working O-Mother O-, O-with B-CD-625 X-, X-000 O-circulation O-, O-are O-legitimate O-magazine O-success O-stories O-."
"The joint venture is being undone, with McCall's magazine being sold last summer to the New York Times Co. 's Magazine Group for about $80 million, and Time Warner agreeing to sell back its 50% interest in Working Woman and Working Mother to Mr. Lang.","O-The O-joint O-venture O-is O-being O-und X-##one O-, O-with O-M X-##c X-##C X-##all O-' X-s O-magazine O-being O-sold O-last O-summer O-to O-the O-New O-York O-Times O-Co O-. O-' O-s O-Magazine O-Group O-for O-about O-$ B-CD-80 B-CD-million O-, O-and O-Time O-Warner O-agreeing O-to O-sell O-back O-its B-CD-50 O-% O-interest O-in O-Working O-Woman O-and O-Working O-Mother O-to O-Mr X-. O-Lang O-."
"The venture, formed in 1986, was supposed to be Time's low-cost, safe entry into women's magazines.","O-The O-venture O-, O-formed O-in B-CD-1986 O-, O-was O-supposed O-to O-be O-Time O-' X-s O-low X-- X-cost O-, O-safe O-entry O-into O-women O-' X-s O-magazines O-."
"Time executives complained about the shoddy editorial quality, and in the end, one Time executive who asked not to be identified said, ""Frankly, McCall's and the joint venture were an embarrassment.""","O-Time O-executives O-complained O-about O-the O-s X-##ho X-##ddy O-editorial O-quality O-, O-and O-in O-the O-end O-, B-CD-one O-Time O-executive O-who O-asked O-not O-to O-be O-identified O-said O-, O-"" O-Frank X-##ly O-, O-M X-##c X-##C X-##all O-' X-s O-and O-the O-joint O-venture O-were O-an O-embarrassment O-. O-"""
"Mr. Lang points out that even Success, in part, fits the company's image, since about 30% of its readership is female.","O-Mr X-. O-Lang O-points O-out O-that O-even O-Success O-, O-in O-part O-, O-fits O-the O-company O-' X-s O-image O-, O-since O-about B-CD-30 O-% O-of O-its O-readers X-##hip O-is O-female O-."
"Mr. Lang has named Carol Taber, 43, as group publisher of New York-based Lang Communications.","O-Mr X-. O-Lang O-has O-named O-Carol O-Ta X-##ber O-, B-CD-43 O-, O-as O-group O-publisher O-of O-New O-York X-- X-based O-Lang O-Communications O-."
The sale price of McCall's -- twice what Mr. Lang originally paid for it -- will finance Lang Communications' buy-back of Time Warner's 50% interest in Working Woman and Working Mother.,O-The O-sale O-price O-of O-M X-##c X-##C X-##all O-' X-s O-- X-- O-twice O-what O-Mr X-. O-Lang O-originally O-paid O-for O-it O-- X-- O-will O-finance O-Lang O-Communications X-' O-buy X-- X-back O-of O-Time O-Warner O-' X-s B-CD-50 O-% O-interest O-in O-Working O-Woman O-and O-Working O-Mother O-.
"Last month, Mr. Ruskin proposed, among other things, to buy 3.5 million shares, or 38%, for $4 apiece.","O-Last O-month O-, O-Mr X-. O-R X-##usk X-##in O-proposed O-, O-among O-other O-things O-, O-to O-buy B-CD-3 X-. X-5 B-CD-million O-shares O-, O-or B-CD-38 O-% O-, O-for O-$ B-CD-4 O-a X-##piece O-."
"Coupled with his current 1.2 million shares and 4% held by an associate, the stake would have given him control of 55% of the concern.","O-Co X-##up X-##led O-with O-his O-current B-CD-1 X-. X-2 B-CD-million O-shares O-and B-CD-4 O-% O-held O-by O-an O-associate O-, O-the O-stake O-would O-have O-given O-him O-control O-of B-CD-55 O-% O-of O-the O-concern O-."
"In a Securities and Exchange Commission filing, Mr. Ruskin had said that holders of the other 45% of United Merchants would receive one-half share of a new preferred stock for each of their shares.","O-In O-a O-Securities O-and O-Exchange O-Commission O-filing O-, O-Mr X-. O-R X-##usk X-##in O-had O-said O-that O-holders O-of O-the O-other B-CD-45 O-% O-of O-United O-Merchant X-##s O-would O-receive B-CD-one X-- X-half O-share O-of O-a O-new O-preferred O-stock O-for O-each O-of O-their O-shares O-."
"In a separate SEC filing, Albert Safer, who holds 6.46% of United Merchants, said he retained investment bank Lazard Freres & Co. for advice as he evaluates the possibility of making a bid for the textile maker.","O-In O-a O-separate O-SEC O-filing O-, O-Albert O-Safe X-##r O-, O-who O-holds B-CD-6 X-. X-46 O-% O-of O-United O-Merchant X-##s O-, O-said O-he O-retained O-investment O-bank O-La X-##zard O-Fr X-##ere X-##s O-& O-Co X-. O-for O-advice O-as O-he O-evaluate X-##s O-the O-possibility O-of O-making O-a O-bid O-for O-the O-textile O-maker O-."
Ethyl Corp. reported that third-quarter net income fell 12% from a year-earlier quarter helped by a gain from discontinued operations.,O-E X-##thy X-##l O-Corp O-. O-reported O-that O-third X-- X-quarter O-net O-income O-fell B-CD-12 O-% O-from O-a O-year X-- X-earlier O-quarter O-helped O-by O-a O-gain O-from O-discontinued O-operations O-.
Profit from continuing operations rose 19%.,O-Prof X-##it O-from O-continuing O-operations O-rose B-CD-19 O-% O-.
"The chemicals and insurance company said net in the latest quarter was $54.8 million, or 45 cents a share.","O-The O-chemicals O-and O-insurance O-company O-said O-net O-in O-the O-latest O-quarter O-was O-$ B-CD-54 X-. X-8 B-CD-million O-, O-or B-CD-45 O-cents O-a O-share O-."
"In the year-earlier quarter, net was $62.2 million, or 51 cents a share.","O-In O-the O-year X-- X-earlier O-quarter O-, O-net O-was O-$ B-CD-62 X-. X-2 B-CD-million O-, O-or B-CD-51 O-cents O-a O-share O-."
The previous-year quarter included $16.1 million from businesses spun off as Tredegar Industries Inc.,O-The O-previous X-- X-year O-quarter O-included O-$ B-CD-16 X-. X-1 B-CD-million O-from O-businesses O-spun O-off O-as O-T X-##red X-##eg X-##ar O-Industries O-Inc O-.
"Revenue was $613.7 million, up 18% from $521.2 million a year ago.","O-Revenue O-was O-$ B-CD-61 X-##3 X-. X-7 B-CD-million O-, O-up B-CD-18 O-% O-from O-$ B-CD-52 X-##1 X-. X-2 B-CD-million O-a O-year O-ago O-."
"Ethyl said pretax profit from its insurance segment, excluding investment gains, rose 28% in the latest quarter to $28.6 million from $22.4 million.","O-E X-##thy X-##l O-said O-pre X-##ta X-##x O-profit O-from O-its O-insurance O-segment O-, O-excluding O-investment O-gains O-, O-rose B-CD-28 O-% O-in O-the O-latest O-quarter O-to O-$ B-CD-28 X-. X-6 B-CD-million O-from O-$ B-CD-22 X-. X-4 B-CD-million O-."
"In the chemicals segment, pretax profit rose 7% to $69.2 million from $64.9 million.","O-In O-the O-chemicals O-segment O-, O-pre X-##ta X-##x O-profit O-rose B-CD-7 O-% O-to O-$ B-CD-69 X-. X-2 B-CD-million O-from O-$ B-CD-64 X-. X-9 B-CD-million O-."
"For the nine months, Ethyl said net fell 2% to $168.7 million, or $1.40 a share, from $172.2 million, $1.42 a share, a year ago.","O-For O-the B-CD-nine O-months O-, O-E X-##thy X-##l O-said O-net O-fell B-CD-2 O-% O-to O-$ B-CD-168 X-. X-7 B-CD-million O-, O-or O-$ B-CD-1 X-. X-40 O-a O-share O-, O-from O-$ B-CD-172 X-. X-2 B-CD-million O-, O-$ B-CD-1 X-. X-42 O-a O-share O-, O-a O-year O-ago O-."
Net in the latest period included $11.9 million from discontinued operations and a charge of $6.2 million from a plant closing.,O-Net O-in O-the O-latest O-period O-included O-$ B-CD-11 X-. X-9 B-CD-million O-from O-discontinued O-operations O-and O-a O-charge O-of O-$ B-CD-6 X-. X-2 B-CD-million O-from O-a O-plant O-closing O-.
"In the year-ago period, net included $32.7 million from discontinued operations.","O-In O-the O-year X-- X-ago O-period O-, O-net O-included O-$ B-CD-32 X-. X-7 B-CD-million O-from O-discontinued O-operations O-."
"Revenue was $1.79 billion, up 18% from $1.52 billion a year earlier.","O-Revenue O-was O-$ B-CD-1 X-. X-79 B-CD-billion O-, O-up B-CD-18 O-% O-from O-$ B-CD-1 X-. X-52 B-CD-billion O-a O-year O-earlier O-."
"In New York Stock Exchange composite trading, Ethyl closed at $25.875 a share, up 12.5 cents.","O-In O-New O-York O-Stock O-Exchange O-composite O-trading O-, O-E X-##thy X-##l O-closed O-at O-$ B-CD-25 X-. X-87 X-##5 O-a O-share O-, O-up B-CD-12 X-. X-5 O-cents O-."
"This place is 12 miles into the back country -- a day-long trudge for a hiker, but reached by Ms. Peterson and six others in a mere two hours of pedaling fat-tired mountain bikes.","O-This O-place O-is B-CD-12 O-miles O-into O-the O-back O-country O-- X-- O-a O-day X-- X-long O-t X-##rudge O-for O-a O-hike X-##r O-, O-but O-reached O-by O-Ms O-. O-Peterson O-and B-CD-six O-others O-in O-a O-mere B-CD-two O-hours O-of O-pedal X-##ing O-fat X-- X-tired O-mountain O-bikes O-."
"Twelve hundred miles away, rangers at a Napa County, Calif., state park are among the many who don't quite share the enthusiasm.","B-CD-Twelve B-CD-hundred O-miles O-away O-, O-range X-##rs O-at O-a O-Na X-##pa O-County O-, O-Cal X-##if X-. O-, O-state O-park O-are O-among O-the O-many O-who O-do O-n X-' X-t O-quite O-share O-the O-enthusiasm O-."
"Two years ago, the district decided to limit the bikes to fire roads in its 65,000 hilly acres.","B-CD-Two O-years O-ago O-, O-the O-district O-decided O-to O-limit O-the O-bikes O-to O-fire O-roads O-in O-its B-CD-65 X-, X-000 O-hilly O-acres O-."
"From about 200,000 six years ago, the number of mountain bikes in the U.S. is expected to grow to 10 million in 1990.","O-From O-about B-CD-200 X-, X-000 B-CD-six O-years O-ago O-, O-the O-number O-of O-mountain O-bikes O-in O-the O-U X-. X-S X-. O-is O-expected O-to O-grow O-to B-CD-10 B-CD-million O-in B-CD-1990 O-."
At least half that growth will have come in the past three years alone.,O-At O-least O-half O-that O-growth O-will O-have O-come O-in O-the O-past B-CD-three O-years O-alone O-.
The controversy kicked up by the proliferation of these all-terrain bicycles is one of the most divisive storms to blow through the national conservation movement in recent memory.,O-The O-controversy O-kicked O-up O-by O-the O-proliferation O-of O-these O-all X-- X-terrain O-bicycles O-is B-CD-one O-of O-the O-most O-di X-##vis X-##ive O-storms O-to O-blow O-through O-the O-national O-conservation O-movement O-in O-recent O-memory O-.
Such skills allow riders to fly down treacherous mountain grades at speeds of up to 40 miles an hour -- a thrill for the cyclist but a nightmare for unsuspecting hikers or equestrians.,O-Such O-skills O-allow O-riders O-to O-fly O-down O-t X-##rea X-##cherous O-mountain O-grades O-at O-speeds O-of O-up O-to B-CD-40 O-miles O-an O-hour O-- X-- O-a O-thrill O-for O-the O-cyclist O-but O-a O-nightmare O-for O-un X-##sus X-##pect X-##ing O-hike X-##rs O-or O-equestrian X-##s O-.
"Yet Sierra's hard-line stance has created something of a rift in the organization, which estimates that 17% of its 500,000 members own mountain bikes.","O-Yet O-Sierra O-' X-s O-hard X-- X-line O-stance O-has O-created O-something O-of O-a O-rift O-in O-the O-organization O-, O-which O-estimates O-that B-CD-17 O-% O-of O-its B-CD-500 X-, X-000 O-members O-own O-mountain O-bikes O-."
Even staunch anti-bike Sierra members concede that 10% of all riders cause most of the problems.,O-Even O-s X-##ta X-##unch O-anti X-- X-bike O-Sierra O-members O-con X-##cede O-that B-CD-10 O-% O-of O-all O-riders O-cause O-most O-of O-the O-problems O-.
"When the bikes first entered mass production in 1981, they were dismissed as a fad.","O-When O-the O-bikes O-first O-entered O-mass O-production O-in B-CD-1981 O-, O-they O-were O-dismissed O-as O-a O-f X-##ad O-."
"Last year, 25% of the 10 million bicycles sold in the U.S. were mountain bikes.","O-Last O-year O-, B-CD-25 O-% O-of O-the B-CD-10 B-CD-million O-bicycles O-sold O-in O-the O-U X-. X-S X-. O-were O-mountain O-bikes O-."
"In California, a bellwether market, they accounted for more than 80% of all bike sales.","O-In O-California O-, O-a O-bell X-##we X-##ther O-market O-, O-they O-accounted O-for O-more O-than B-CD-80 O-% O-of O-all O-bike O-sales O-."
"Crested Butte, population 1,200, is a bastion of the sport.","O-C X-##rest X-##ed O-But X-##te O-, O-population B-CD-1 X-, X-200 O-, O-is O-a O-b X-##ast X-##ion O-of O-the O-sport O-."
"By one estimate, everyone here under 50 owns at least one bike.","O-By B-CD-one O-estimate O-, O-everyone O-here O-under B-CD-50 O-owns O-at O-least B-CD-one O-bike O-."
The three most important things to understand about Mr. Allen is that he is a black conservative intellectual -- a triple threat to the liberal establishment.,O-The B-CD-three O-most O-important O-things O-to O-understand O-about O-Mr X-. O-Allen O-is O-that O-he O-is O-a O-black O-conservative O-intellectual O-- X-- O-a O-triple O-threat O-to O-the O-liberal O-establishment O-.
"Company officials and union representatives didn't meet face to face, but the mediator shuttled between the two groups.","O-Company O-officials O-and O-union O-representatives O-did O-n X-' X-t O-meet O-face O-to O-face O-, O-but O-the O-media X-##tor O-shuttle X-##d O-between O-the B-CD-two O-groups O-."
Machinists already have rejected a proposal that called for a 4% pay increase and 8% bonus in the first year.,O-Mac X-##hin X-##ists O-already O-have O-rejected O-a O-proposal O-that O-called O-for O-a B-CD-4 O-% O-pay O-increase O-and B-CD-8 O-% O-bonus O-in O-the O-first O-year O-.
"In the second year, workers would receive a 3% wage boost and a 3% bonus, followed by a 3% increase without a bonus in the third year.","O-In O-the O-second O-year O-, O-workers O-would O-receive O-a B-CD-3 O-% O-wage O-boost O-and O-a B-CD-3 O-% O-bonus O-, O-followed O-by O-a B-CD-3 O-% O-increase O-without O-a O-bonus O-in O-the O-third O-year O-."
