Tokyo's Nikkei Index of 225 stocks jumped 527.39 points to close at 34996.08.,O-Tokyo O-' X-s O-Nik X-##ke X-##i O-Index O-of O-225 O-stocks O-jumped O-52 X-##7 X-. X-39 O-points B-TO-to O-close O-at O-34 X-##9 X-##9 X-##6 X-. X-08 O-.
"That country recently bought 200,000 tons of sugar and had been expected to seek a like quantity last week but didn't.","O-That O-country O-recently O-bought O-200 X-, X-000 O-tons O-of O-sugar O-and O-had O-been O-expected B-TO-to O-seek O-a O-like O-quantity O-last O-week O-but O-did O-n X-' X-t O-."
"LIVESTOCK AND MEATS: The Agriculture Department is expected to announce tomorrow that the number of cattle in the 13 major ranch states slipped 4% to 8.21 million on Oct. 1 compared with the level a year earlier, said Tom Morgan, president of Sterling Research Corp., Arlington Heights, Ill.","O-L X-##IVE X-##ST X-##OC X-##K O-AND O-ME X-##AT X-##S O-: O-The O-Agriculture O-Department O-is O-expected B-TO-to O-announce O-tomorrow O-that O-the O-number O-of O-cattle O-in O-the O-13 O-major O-ranch O-states O-slipped O-4 O-% O-to O-8 X-. X-21 O-million O-on O-Oct X-. O-1 O-compared O-with O-the O-level O-a O-year O-earlier O-, O-said O-Tom O-Morgan O-, O-president O-of O-Sterling O-Research O-Corp X-. O-, O-Arlington O-Heights O-, O-Il X-##l O-."
"Among other things, the government is expected to report that the number of young cattle placed on feedlots during the quarter slipped 3%.","O-Among O-other O-things O-, O-the O-government O-is O-expected B-TO-to O-report O-that O-the O-number O-of O-young O-cattle O-placed O-on O-feed X-##lot X-##s O-during O-the O-quarter O-slipped O-3 O-% O-."
"Indeed, some analysts expect the government to report that the movement of young cattle onto feedlots in the month of September in seven big ranch states dropped 8% compared with the level for September 1988.","O-Indeed O-, O-some O-analysts O-expect O-the O-government B-TO-to O-report O-that O-the O-movement O-of O-young O-cattle O-onto O-feed X-##lot X-##s O-in O-the O-month O-of O-September O-in O-seven O-big O-ranch O-states O-dropped O-8 O-% O-compared O-with O-the O-level O-for O-September O-1988 O-."
"In its basic structure and style the book is novelistic, with piquant character portrayal, hard-wire action and devious intrigue of the sort more likely to be encountered in a Washington docudrama than in a constitutional history.","O-In O-its O-basic O-structure O-and O-style O-the O-book O-is O-novelist X-##ic O-, O-with O-p X-##iq X-##uant O-character O-portrayal O-, O-hard X-- X-wire O-action O-and O-de X-##vious O-in X-##tri X-##gue O-of O-the O-sort O-more O-likely B-TO-to O-be O-encountered O-in O-a O-Washington O-do X-##cu X-##dra X-##ma O-than O-in O-a O-constitutional O-history O-."
Mr. Bronner seems to believe that the hearings could have gone either way.,O-Mr X-. O-B X-##ron X-##ner O-seems B-TO-to O-believe O-that O-the O-hearings O-could O-have O-gone O-either O-way O-.
"Harvard's Laurence Tribe was the constitutional heavy, laying out legal strategies for the senators and witnesses to follow.","O-Harvard O-' X-s O-Laurence O-Tribe O-was O-the O-constitutional O-heavy O-, O-laying O-out O-legal O-strategies O-for O-the O-senators O-and O-witnesses B-TO-to O-follow O-."
Republican Sen. Arlen Specter of Pennsylvania engaged the nominee in a verbal contest aimed at showing that Mr. Bork was willing to stretch the Constitution in one area (free speech) while remaining rigid in all the others.,O-Republican O-Sen O-. O-A X-##rle X-##n O-S X-##pect X-##er O-of O-Pennsylvania O-engaged O-the O-nominee O-in O-a O-verbal O-contest O-aimed O-at O-showing O-that O-Mr X-. O-Bo X-##rk O-was O-willing B-TO-to O-stretch O-the O-Constitution O-in O-one O-area O-( O-free O-speech O-) O-while O-remaining O-rigid O-in O-all O-the O-others O-.
"It achieved a good media play, and enabled Sen. Specter and others to vote against Mr. Bork out of ""conscience.""","O-It O-achieved O-a O-good O-media O-play O-, O-and O-enabled O-Sen O-. O-S X-##pect X-##er O-and O-others B-TO-to O-vote O-against O-Mr X-. O-Bo X-##rk O-out O-of O-"" O-conscience O-. O-"""
But Democratic Sen. Bennett Johnson of Louisiana reminded the little band that anti-Bork blacks and women could furnish the margin to punish them in their next Senate elections.,O-But O-Democratic O-Sen O-. O-Bennett O-Johnson O-of O-Louisiana O-reminded O-the O-little O-band O-that O-anti X-- X-Bo X-##rk O-blacks O-and O-women O-could O-fur X-##nish O-the O-margin B-TO-to O-punish O-them O-in O-their O-next O-Senate O-elections O-.
"Demographics converged with ""mainstream"" and demonizing to seal Robert Bork's fate.","O-De X-##mo X-##graphic X-##s O-con X-##ver X-##ged O-with O-"" O-mainstream O-"" O-and O-demon X-##izing B-TO-to O-seal O-Robert O-Bo X-##rk O-' X-s O-fate O-."
"Unfortunately, the author simply doesn't supply the philosophical frame to sustain his reportorial talents.","O-Unfortunately O-, O-the O-author O-simply O-does O-n X-' X-t O-supply O-the O-philosophical O-frame B-TO-to O-sustain O-his O-report X-##oria X-##l O-talents O-."
"Unfortunately, Mr. Bork failed to distinguish between such pressures and the emergence of great issues critical to a society that must be settled judicially if it is to cohere.","O-Unfortunately O-, O-Mr X-. O-Bo X-##rk O-failed B-TO-to O-distinguish O-between O-such O-pressures O-and O-the O-emergence O-of O-great O-issues O-critical O-to O-a O-society O-that O-must O-be O-settled O-judicial X-##ly O-if O-it O-is B-TO-to O-co X-##here O-."
A reflective and growing consensus of Americans clearly wishes to apply the right to privacy in contraceptive matters (decided in the Griswold case) to abortion as well.,O-A O-reflective O-and O-growing O-consensus O-of O-Americans O-clearly O-wishes B-TO-to O-apply O-the O-right O-to O-privacy O-in O-con X-##tra X-##ceptive O-matters O-( O-decided O-in O-the O-G X-##ris X-##wold O-case O-) O-to O-abortion O-as O-well O-.
"One can understand Mr. Bork's fear that the new right to privacy will become intolerably stretched, though a Supreme Court composed of men and women with realism, guts and a sense of limits should be able to manage it.","O-One O-can O-understand O-Mr X-. O-Bo X-##rk O-' X-s O-fear O-that O-the O-new O-right O-to O-privacy O-will O-become O-into X-##ler X-##ably O-stretched O-, O-though O-a O-Supreme O-Court O-composed O-of O-men O-and O-women O-with O-realism O-, O-guts O-and O-a O-sense O-of O-limits O-should O-be O-able B-TO-to O-manage O-it O-."
"He has also agreed to become president of a new subsidiary to be formed to make future acquisitions, the company said.","O-He O-has O-also O-agreed B-TO-to O-become O-president O-of O-a O-new O-subsidiary B-TO-to O-be O-formed B-TO-to O-make O-future O-acquisitions O-, O-the O-company O-said O-."
"Many skittish mutual fund investors picked up the phone yesterday, but decided not to cash in their chips after all.","O-Many O-ski X-##tti X-##sh O-mutual O-fund O-investors O-picked O-up O-the O-phone O-yesterday O-, O-but O-decided O-not B-TO-to O-cash O-in O-their O-chips O-after O-all O-."
"And any strong surge in redemptions could force some funds to dump stocks to raise cash, as some did during Black Monday.","O-And O-any O-strong O-surge O-in O-red X-##emption X-##s O-could O-force O-some O-funds B-TO-to O-dump O-stocks B-TO-to O-raise O-cash O-, O-as O-some O-did O-during O-Black O-Monday O-."
Many funds allow investors to void orders before the close of trading.,O-Many O-funds O-allow O-investors B-TO-to O-void O-orders O-before O-the O-close O-of O-trading O-.
"At Scudder and at the smaller Ivy funds group in Hingham, Mass., for instance, some shareholders called early in the morning to switch money from stock funds to money market funds, but later called back to reverse the switches.","O-At O-Sc X-##udder O-and O-at O-the O-smaller O-Ivy O-funds O-group O-in O-Hi X-##ng X-##ham O-, O-Mass X-. O-, O-for O-instance O-, O-some O-shareholders O-called O-early O-in O-the O-morning B-TO-to O-switch O-money O-from O-stock O-funds O-to O-money O-market O-funds O-, O-but O-later O-called O-back B-TO-to O-reverse O-the O-switches O-."
"At Fidelity's office in downtown Boston, Gerald Sherman walked in shortly after 7:30 a.m. and placed an order to switch his retirement accounts out of three stock funds and into a money market fund.","O-At O-Fi X-##delity O-' X-s O-office O-in O-downtown O-Boston O-, O-Gerald O-Sherman O-walked O-in O-shortly O-after O-7 X-: X-30 O-a X-. X-m X-. O-and O-placed O-an O-order B-TO-to O-switch O-his O-retirement O-accounts O-out O-of O-three O-stock O-funds O-and O-into O-a O-money O-market O-fund O-."
"But by 3:15 p.m., with the market comfortably ahead for the day, Mr. Sherman was preparing to undo his switch.","O-But O-by O-3 X-: X-15 O-p X-. X-m X-. O-, O-with O-the O-market O-comfortably O-ahead O-for O-the O-day O-, O-Mr X-. O-Sherman O-was O-preparing B-TO-to O-und X-##o O-his O-switch O-."
"""It's a nice feeling to know that things stabilized,"" said Mr. Sherman, the 51-year-old co-owner of a discount department store.","O-"" O-It O-' X-s O-a O-nice O-feeling B-TO-to O-know O-that O-things O-stab X-##ilized O-, X-"" O-said O-Mr X-. O-Sherman O-, O-the O-51 X-- X-year X-- X-old O-co X-- X-owner O-of O-a O-discount O-department O-store O-."
"But some investors continued to switch out of high-risk, high-yield junk funds despite yesterday's rebound from that market's recent price declines.","O-But O-some O-investors O-continued B-TO-to O-switch O-out O-of O-high X-- X-risk O-, O-high X-- X-yield O-junk O-funds O-despite O-yesterday O-' X-s O-re X-##bound O-from O-that O-market O-' X-s O-recent O-price O-decline X-##s O-."
"Instead of selling bonds to meet redemptions, however, some funds have borrowed from banks to meet withdrawal requests.","O-Instead O-of O-selling O-bonds B-TO-to O-meet O-red X-##emption X-##s O-, O-however O-, O-some O-funds O-have O-borrowed O-from O-banks B-TO-to O-meet O-withdrawal O-requests O-."
"That way, Mr. Collins says, ""We didn't have to sell securities in a sloppy market.""","O-That O-way O-, O-Mr X-. O-Collins O-says O-, O-"" O-We O-did O-n X-' X-t O-have B-TO-to O-sell O-securities O-in O-a O-s X-##lop X-##py O-market O-. O-"""
"Most have read the pre-trial documents, however, and estimate Kodak will be ordered to pay $1 billion to $1.5 billion for infringing on seven Polaroid patents.","O-Most O-have O-read O-the O-pre X-- X-trial O-documents O-, O-however O-, O-and O-estimate O-Ko X-##dak O-will O-be O-ordered B-TO-to O-pay O-$ O-1 O-billion B-TO-to O-$ O-1 X-. X-5 O-billion O-for O-in X-##f X-##ringing O-on O-seven O-Polar X-##oid O-patents O-."
"The highest patent damage award to date was in 1986, when Smith International Inc. was ordered to pay $205 million to Baker Hughes Inc. for infringing on a patent on an oil drilling bit seal.","O-The O-highest O-patent O-damage O-award O-to O-date O-was O-in O-1986 O-, O-when O-Smith O-International O-Inc X-. O-was O-ordered B-TO-to O-pay O-$ O-205 O-million O-to O-Baker O-Hughes O-Inc O-. O-for O-in X-##f X-##ringing O-on O-a O-patent O-on O-an O-oil O-drilling O-bit O-seal O-."
The two companies later agreed to settle for $95 million.,O-The O-two O-companies O-later O-agreed B-TO-to O-settle O-for O-$ O-95 O-million O-.
Few analysts think it is worth their time to slog through the Polaroid trial testimony.,O-Few O-analysts O-think O-it O-is O-worth O-their O-time B-TO-to O-s X-##log O-through O-the O-Polar X-##oid O-trial O-testimony O-.
"And Eugene Glazer, an analyst at Dean Witter Reynolds Inc., said: ""If you hired an attorney to be there all the time and give you a (prediction) of the eventual award, I would be willing to bet that he would be off"" by a lot.","O-And O-Eugene O-G X-##la X-##zer O-, O-an O-analyst O-at O-Dean O-W X-##itte X-##r O-Reynolds O-Inc X-. O-, O-said O-: O-"" O-If O-you O-hired O-an O-attorney B-TO-to O-be O-there O-all O-the O-time O-and O-give O-you O-a O-( O-prediction O-) O-of O-the O-eventual O-award O-, O-I O-would O-be O-willing B-TO-to O-bet O-that O-he O-would O-be O-off O-"" O-by O-a O-lot O-."
"The main issues remaining are how to calculate damages and whether the infringement was ""willful and deliberate.""","O-The O-main O-issues O-remaining O-are O-how B-TO-to O-calculate O-damages O-and O-whether O-the O-infringement O-was O-"" O-will X-##ful O-and O-deliberate O-. O-"""
"Mr. Crary said testimony by Kodak's patent counsel, Francis T. Carr of Kenyon & Kenyon, showed that ""he worked with Kodak continuously from the outset of the project"" in an effort to avoid infringement.","O-Mr X-. O-C X-##rary O-said O-testimony O-by O-Ko X-##dak O-' X-s O-patent O-counsel O-, O-Francis O-T X-. O-Carr O-of O-Ken X-##yon O-& O-Ken X-##yon O-, O-showed O-that O-"" O-he O-worked O-with O-Ko X-##dak O-continuously O-from O-the O-outs X-##et O-of O-the O-project O-"" O-in O-an O-effort B-TO-to O-avoid O-infringement O-."
"""Carr told Kodak on many occasions to avoid various features because of Polaroid's patent positions,"" and Kodak followed his advice in every instance, Mr. Crary said.","O-"" O-Carr O-told O-Ko X-##dak O-on O-many O-occasions B-TO-to O-avoid O-various O-features O-because O-of O-Polar X-##oid O-' X-s O-patent O-positions O-, X-"" O-and O-Ko X-##dak O-followed O-his O-advice O-in O-every O-instance O-, O-Mr X-. O-C X-##rary O-said O-."
"It's difficult to be that consistently wrong.""","O-It O-' X-s O-difficult B-TO-to O-be O-that O-consistently O-wrong O-. O-"""
"Moreover, Polaroid contends it could have sold them at a higher price -- and thus made higher profits -- because it wouldn't have been forced to match Kodak's lower prices.","O-Moreover O-, O-Polar X-##oid O-con X-##tend X-##s O-it O-could O-have O-sold O-them O-at O-a O-higher O-price O-- X-- O-and O-thus O-made O-higher O-profits O-- X-- O-because O-it O-would O-n X-' X-t O-have O-been O-forced B-TO-to O-match O-Ko X-##dak O-' X-s O-lower O-prices O-."
